"","Mean of log A","Mean of log B","Mean of log C","Mean of log D","Sds","qvalue BvsA","qvalue CvsA","qvalue DvsA"
"Q9Z0V6",-0.096744780032762,-0.065290285116516,-0.16264302527036,-0.0885035486120993,0.189316753903371,0.603797425254227,0.97907999674198,0.607766865378418
"Q9Z0W7",-0.123012635772126,0.0451296182105382,-0.146899090285745,0.333521063118109,0.302277048573179,0.505910946955326,0.997515780258928,0.166807927606172
"Q9Z1H9",0.0900735239366831,-0.0709816269485537,0.0490394261530742,-0.106403862713797,0.155712092576895,0.43913100398949,0.97907999674198,0.290163973140855
"Q9Z1N4",-0.270557333438697,0.150337406140429,-0.0826586561212286,0.20727017376872,0.271182381402873,0.349827722510423,0.975230280804772,0.198370264073906
"Q9Z1P2",-0.0390405818020744,-0.0051669844891308,0.0399767722437313,-0.118456461653837,0.1789342468281,0.602766008849496,0.977167816460095,0.480479654468155
"Q9Z1Y3",-0.0906889871291224,0.0924826354171708,-0.0947607465683829,0.10553133178236,0.173010267915986,0.385491475114705,0.997515780258928,0.250925227235354
"Q9Z269",0.103434574314366,0.195334533477884,-0.150774677202596,-0.160290177866017,0.191546529134203,0.55956699937913,0.968338925911827,0.263002581009802
"Q9Z270",0.236572096013414,-0.0712851416912451,-0.138394099607405,0.055753267125636,0.210113000120891,0.359728951142889,0.968338925911827,0.385793491039487
"Q9Z2L0",0.0847357493799142,-0.0846087037971724,-0.119697010221055,0.132394694541043,0.136806446654997,0.348490178173767,0.898674516892433,0.506068790607951
"Q9Z327",0.227841160342377,-0.10940519950932,-0.0669821506930981,0.00499490638537714,0.166957888634,0.158024326052613,0.842425843791675,0.20656724115307
